,remarks_medical,,adverse_events,,text,Bemærkninger fra læge,,,,,,,,y,,,,,Any remarks from medical staff. Repeated instrument.
,bed_q_1,binge_eating_disorder_questionnaire,bedq,,radio,"1. Haft episoder med tvangsoverspisning? (dvs. at du indenfor et kort tidsrum (fx to timer) spiste væsentligt mere, end hvad der er normalt)?","0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen",,,,,,,y,,,,,"Binge eating episode defined as eating a significantly larger amount of food than normal within a short time period, indicative of loss of control."
,compliance_risk_v1,visit_01,besg_1_screening,,radio,"13. Er det vurderet, at deltageren vil kunne overholde forsøgets procedurer og/eller interventioner (f.eks. fremmøde, målinger, vejledninger)?","1, Ja | 2, Nej | 3, Til vurdering","Eksklusion hvis Nej. Hvis ""til vurdering"" tages kontakt til Anne-Ditte, Carolien eller Mie. ",,,,,,y,,,,,"Assessment of whether the participant is unlikely to comply with study procedures and/or interventions (e.g., attendance, measurements, counselling). Assessed by study staff. Visit 1."
consent_24h_reflection_date_info_v1_admin,consent_24h_reflection_date_info_v1,visit_01,besg_1_screening,,descriptive,"<div class=""rich-text-field-label""><p><span style=""background-color: #f1c40f;"">Der aftales telefonisk opfølgning ca. 2 hverdage efter, hvor det afklares, om kandidaten ønsker at deltage i studiet.</span></p></div>",,,,,,,[consent_24h_reflection_use_v1]='1',,,,,,Information box. Telephone follow-up to be conducted approximately two weekdays after initial contact to confirm the participant's decision regarding study participation. Visit 1.
,consent_24h_reflection_date_planned_participant_v1,visit_01,besg_1_screening,,radio,Er aftale for telefonisk opfølgning skrevet i deltagers kalender?,"1, Ja | 2, Nej",,,,,,[consent_24h_reflection_use_v1] = '1',y,,,,,Verifies that the 24-hour reflection follow-up appointment is scheduled in the participant's calendar. Visit 1.
,consent_24h_reflection_date_planned_staff_v1,visit_01,besg_1_screening,,radio,Er aftale for telefonisk opfølgning skrevet i projektpersonales kalender? ,"1, Ja | 2, Nej",,,,,,[consent_24h_reflection_use_v1]='1',y,,,,,Verifies that the 24-hour reflection follow-up appointment is scheduled in the staff's calendar. Visit 1.
,consent_24h_reflection_use_v1,visit_01,besg_1_screening,,radio,3a. Ønsker deltageren at benytte sig af 24 timers betænkningstid? ,"1, Ja | 2, Nej",,,,,,,y,,,,,States if the participant wishes to use the 24-hour rule. Visit 1.
,consent_24h_reflection_v1,visit_01,besg_1_screening,,radio,3. Er deltageren blevet gjort opmærksom på retten til min. 24 timers betænkningstid?,"1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has been informed of their right to a minimum of 24 hours to consider participation. Visit 1.
,consent_copy_given_v1,visit_01,besg_1_screening,,radio,9. Har deltageret fået en fotokopi af samtykkeerklæringen?,"1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has received a copy of the written consent. Visit 1.
,consent_copy_taken_v1,visit_01,besg_1_screening,,radio,8. Er der blevet taget en fotokopi af samtykkeerklæringen?,"1, Ja | 2, Nej",,,,,,,y,,,,,Whether there has been made a copy of the written consent. Visit 1.
,consent_info_given_v1,visit_01,besg_1_screening,,radio,"<div class=""rich-text-field-label""><p>2. Er der givet mundtlig information om projektet, og hvad deltagelse indebærer? </p> <p><span style=""background-color: #bfedd2;"">OBS: Informér deltageren om, hvornår vægttabsfasen cirka kommer til at ligge for dem. Fx så de ved, at det vil strække sig over sommerferien. </span></p> <p><span style=""font-weight: normal;""><em>Se ""SOP - Inspirationssætninger til projektmedarbejder"" </em></span></p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has been informed about the purpose of the study and what it involves. Visit 1.
,consent_info_read_v1,visit_01,besg_1_screening,"Informeret samtykke
Der skal krydses ja på spørgsmål 1-7 for at deltageren kan inkluderes 
",radio,1. Har deltageren læst den skriftlige information?,"1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has read the written information. Visit 1.
consent_original_filed_v1_admin,consent_original_filed_v1,visit_01,besg_1_screening,,radio,10. Er den originale samtykkeerklæring blevet lagt i mappen på L-drevet?,"1, Ja | 2, Nej",L:\Auditdata\ON LiMiT\2. Feasibility studie\10. Data\1. Samtykkeerklæring,,,,,,y,,,,,Whether the written consent has been saved on the L-drev. Visit 1.
,consent_questions_asked_v1,visit_01,besg_1_screening,,radio,"4. Er deltageren blevet spurgt, om vedkommende har nogle spørgsmål?","1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has been asked if there is any questions. Visit 1.
,consent_signed_v1,visit_01,besg_1_screening,,radio,6. Har deltageren underskrevet samtykkeerklæringen?,"1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has signed the declaration of consent. Visit 1.
,consent_time_commitment_asked_v1,visit_01,besg_1_screening,,radio,"5. Er deltageren blevet spurgt, om vedkommende er indstillet på det tidsforbrug, forsøgsdeltagelsen kræver?","1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has been asked if the time requirement for the study is realistic. Visit 1.
,contact_other_trials_v1,visit_01,besg_1_screening,,radio,Må vi kontakte deltageren til andre forsøg?,"1, Ja | 2, Nej",,,,,,,y,,,,,"Participant's consent to future contact regarding other research studies, recorded verbally and documented in REDCap. Recorded by study staff. Visit 1."
,cpeptid_value_v1,visit_01,besg_1_screening,,text,C-peptid:,,pmol/L,number,,,,[blood_sample_taken_v1] = '1',y,,,,,"Participant's C-peptid in pmol/L, assessed from blood sample collected in non-fasting state. Visit 1."
,cvd_v1,visit_01,besg_1_screening,,radio,"<div class=""rich-text-field-label""><p>3. Har deltageren en kendt hjerte-kar-sygdom, der omfatter tidligere blodprop i hjerte eller hjerne, hvor der er ordineret inkretinbaseret medicin og/eller SGLT-2-hæmmer?</p> <p><em><span style=""font-weight: normal;"">Inkretinbaseret medicin kender deltageren ofte som Ozempic eller Rybelsus. </span></em><br><em><span style=""font-weight: normal;"">SGLT-2-hæmmere kender deltageren ofte som Forxiga eller Jardiance.</span></em></p> <p><em><span style=""font-weight: normal;""> Medicinlisten skal gennemgås, hvor forsøgsansvarlige læge er indenover. </span></em></p></div>","1, Ja | 2, Nej",Eksklusion hvis Ja.,,,,,,y,,,,,Established CVD with prescribed GLP-1 RA and/or SGLT-2 inhibitor. Visit 1.
,dapagliflozin_dose_v1,visit_01,besg_1_screening,,text,Dapagliflozin (Forxiga) dosis:,,Mg/dag,number,,,,[sglt2_type_v1(2)] = '1',y,,,,,States the Dapagliflozin dose. Mg/day. Visit 4.
,date_v1,visit_01,besg_1_screening,,text,Dato for besøget,,,date_dmy,,,,,y,,,,,Date of visit. Recorded by study staff. Visit 1.
,diet_notes_v1,visit_01,besg_1_screening,,text,"<div class=""rich-text-field-label""><p>Er der noget ved deltagerens kost, som det er godt at være opmærksom på?<br><em><span style=""font-weight: normal;"">Det kan fx være, at deltageren generelt spiser kulhydratfattigt.</span></em></p></div>",,,,,,,,,,,,,"Note any relevant dietary habits or restrictions, for example if the participant generally follows a low-carbohydrate diet. Visit 1. Added from ID11."
diet_record_explained_v1_admin,diet_record_explained_v1,visit_01,besg_1_screening,3. MyFood24: Introduktion til 3-dages kostregistrering,radio,"<div class=""rich-text-field-label""><p>Er instruktionerne for udfyldelse af en 3-dages kostregistrering på MyFood24 gennemgået med deltageren?</p> <p><em><span style=""font-weight: normal;"">Brug link til at se/vise: <a href=""https://myfood24.org/da/users/invite/a1e4c9b2-7906-4d74-998d-7b3c671309a9"" target=""_blank"" rel=""noopener"">Hvordan det ser ud for deltageren</a></span></em></p> <p><span style=""font-weight: normal;""><span style=""text-decoration: underline;"">Som projektmedarbejder kan du sige</span>: </span></p> <p><span style=""font-weight: normal;""><i>""Du skal registrere din kost 5 gange i løbet af projektperioden: Uge 0 (baseline), 18, 24, 26 og 51. Kostregistreringen foregår via en hjemmeside som hedder MyFood24. Når det er tid til at registrere, modtager du et link gennem studieappen (Liva), som sender dig en påmindelse og et personligt link. Hvis du ikke udfylder registreringen, udsender vi op til 3 remindere. Hvis registreringen stadig ikke er gennemført, bliver du kontaktet af projektdiætisten.</i></span></p> <p><span style=""font-weight: normal;""><i>""Du skal hver gang kostregistrere i 3 dage. Dvs. hver af de 3 dage skal du bruge samme link og vælge den aktuelle dato samt huske at trykke ""Afslut"" hver dag, så du ser ""Mange tak fordi du udfyldte MyFood24"" (vis dem evt. billede fra deltagermappe). Du skal hver dag angive, hvilke fødevarer du har spist og eventuelle drikkevarer med så præcise portionsstørrelser som muligt. Du vil ikke behøve at veje din mad, da MyFood24 indeholder forskellige billeder og estimater, som hjælper dig med at angive mængden.""</i></span></p> <p><span style=""font-weight: normal;""><i>""I din deltagermappe finder du en trinvis guide til, hvordan du foretager en kostregistrering.""</i></span></p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,Whether the instructions for completing the 3-day dietary registration in MyFood24 (link) have been reviewed with the participant. Visit 1.
,diltiazem_dose_v1,visit_01,besg_1_screening,,text,Diltiazem dosis: ,,Mg/dag,,,,,[calciumantagonist_type_v1(4)] = '1',y,,,,,States the Diltiazem dose. Mg/day. Visit 4.
,dppiv_type_v1,visit_01,besg_1_screening,,checkbox,Hvilken DPP-IV-hæmmer?,"1, Sitagliptin (Januvia) | 2, Linagliptin (Trajenta) | 3, Andet",,,,,,[antidiabetics_medicine_v1(3)] = '1',y,,,,,Specifies which DPP-4 inhibitor the participant uses. Visit 4.
dropout_record_v1_admin,dropout_record_v1,visit_01,besg_1_screening,,descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #e03e2d; font-weight: normal;"">HUSK: Hvis deltageren udgår ved screening, skal dette noteres under STAMDATA-instrumentet. </span><span style=""color: #e03e2d; font-weight: normal;"">REDCap-instrumenter låses (gå til ""Record Home Page"", tryk ""Choose Action for Record"", tryk ""Lock entire record""). </span></h6></div>",,,,,,,,,,,,,Instructions for study staff to go to master data and register withdrawal during screening. Visit 1.
,dulaglutid_sc_dose_v1,visit_01,besg_1_screening,,text,Dulaglutid s.c. (Trulicity) dosis:,,Mg/uge,number,,,,[glp1ra_type_v1(3)] = '1',y,,,,,States the Dulaglutid dose. Mg/week. Visit 4.
easy_sms_v1_admin,easy_sms_v1,visit_01,besg_1_screening,,radio,"Er deltageren tilmeldt NemSMS, så der automatisk udsendes påmindelser om aftaler?","1, Ja | 2, Nej","Hvis deltageren ønsker tilmelding til NemSMS, gøres dette med det samme i SP. Gå ind under aftaler og ude i højre side tilmeldes deltager NemSMS.",,,,,,y,,,,,Whether the participant is enrolled in nemSMS for automatic reminders of study appointments. Visit 1.
,ecg_not_v1,visit_01,besg_1_screening,,text,"Hvis nej, hvorfor ikke",,"Angiv årsag til, hvorfor deltageren ikke har fået taget EKG.",,,,,[ecg_performed_v1] = '2',,,,,,Reason to why ECG has not been taken. Recorded by study staff. Visit 1.
,ecg_performed_v1,visit_01,besg_1_screening,,radio,Har deltageren fået taget et EKG?,"1, Ja | 2, Nej",,,,,,,y,,,,,Record wether the participant has had an ECG taken. Recorded by study staff. Visit 1.
,egc_approved_v1,visit_01,besg_1_screening,,radio,"<div class=""rich-text-field-label""><p>Er EKG godkendt af en læge?</p> <p><em><span style=""font-weight: normal;"">Når man tager EKG'et, og man på apparatet trykker ""godkend"" eller ""udført"", sendes det automatisk til deltagerens SP. Her kan lægen også åbne det og kigge det igennem, hvis ikke lægen er til stede til selve screeningen.</span></em></p></div>","1, Ja | 2, Nej",,,,,,[ecg_performed_v1] = '1',y,,,,,Whether the ECG has been checked by a doctor. Recorded by study staff. Visit 1.
,empagliflozin_dose_v1,visit_01,besg_1_screening,,text,Empagliflozin (Jardiance) dosis:,,Mg/dag,number,,,,[sglt2_type_v1(3)] = '1',y,,,,,States the Empagliflozin dose. Mg/day. Visit 4.
,enalapril_dose_v1,visit_01,besg_1_screening,,text,Enalapril dosis:,,Mg/dag,number,,,,[ace_type_v1(1)] = '1',y,,,,,States the Enalapril dose. Mg/day. Visit 4.
,exclusion_criteria_reviewed_v1,visit_01,besg_1_screening,,radio,Er eksklusionskriterierne gennemgået?,"1, Ja | 2, Nej",,,,,,,y,,,sum_criteria_v1,,Whether the exclusion criterias are reviewed. Visit 1.
,ezetimib_dose_v1,visit_01,besg_1_screening,,text,Ezetimib dosis:,,Mg/dag,,,,,[statins_medicine_v1(6)]='1',y,,,,,States the Ezetimib dose. Mg/day. Visit 4.
,food_allergies_example_v1,visit_01,besg_1_screening,,text,"6a. Hvilke kostrestriktioner eller fødevareallergier har deltageren, der forhindrer vedkommende i at kunne følge den planlagte diæt?",,,,,,,[food_allergies_v1] = '1',y,,,,,Description of dietary restrictions or food allergies preventing adherence to the planned diet. Self-reported by the participant. Visit 1.
,food_allergies_v1,visit_01,besg_1_screening,,radio,"6. Har deltageren kostrestriktioner eller allergier, der forhindrer overholdelse af den planlagte kostintervention?","1, Ja | 2, Nej","Vær opmærksom på, at mælkeallergi kan gøre det vanskeligt for deltageren at gennemføre NUPO-fasen. Drøft eventuelle allergier og fødevaretolerancer med en projektdiætist (Nikoline eller Gitte) for at vurdere deltagelse i interventionen.",,,,,,y,,,,,Presence of dietary restrictions or allergies that prevent adherence to the planned dietary intervention. Self-reported by participant. Visit 1.
,gad65_value_v1,visit_01,besg_1_screening,,radio,"<div class=""rich-text-field-label""><p>GAD65-antistof:</p> <p><span style=""font-weight: normal;""><em>Svar efter ca. 1 uge. Udfyldes, når svaret foreligger. </em></span></p></div>","1, Negativ | 2, Positiv",,,,,,[blood_sample_taken_v1] = '1',y,,,,,Participants GAD65 assessed from blood sample collected in non-fastin state. Visit 1.
,gad65_waiting_v1,visit_01,besg_1_screening,,radio,"<div class=""rich-text-field-label""><p>Gør så meget som muligt færdigt i screeningsbesøget. <br>Der planlægges en opfølgende telefonsamtale. Er den planlagt? Husk at skrive aftalen ind i projektpersonales Outlook-kalender og deltagerens kalender. <br><br><em><span style=""font-weight: normal;"">Hvis GAD65-antistof er negativ: Kandidaten opfylder ikke eksklusionskriteriet. Der bookes en ny tid til at afslutte screeningsbesøget. </span></em></p> <p><br><em><span style=""font-weight: normal;"">Hvis GAD65-antistof er positiv: Kandidaten opfylder eksklusionskriteriet og kan ikke inkluderes i studiet.</span></em></p></div>","1, Ja | 2, Nej",,,,,,[hba1c_gad65_cpeptid_v1(3)]='1',y,,,,,If GAD65 results are pending: Complete as much as possible during the screening visit. Schedule a follow-up phone call. Visit 1.
gcm_envelop_given_v1_admin,gcm_envelop_given_v1,visit_01,besg_1_screening,,radio,"Har deltageren fået udleveret en zippose (CGM sensornummer påskrevet), som deltageren kan lægge CGM'en i efter aftagning - eller hvis den falder af?","1, Ja | 2, Nej",,,,,,[cgm_v1] = '1',y,,,,,Whether the participant has received a zip bag for the CGM. Visit 1.
,gemfibrozil_dose_v1,visit_01,besg_1_screening,,text,Gemfibrozil (Lopid) dosis: ,,Mg/dag,,,,,[statins_medicine_v1(5)]='1',y,,,,,States the Gemfibrozil dose. Mg/day. Visit 4.
,gliclazid_dose_v1,visit_01,besg_1_screening,,text,Gliclazid dosis:,,Mg/dag,number,,,,[sulfonyl_type_v1(1)] = '1',y,,,,,States the Gliclazid dose. Mg/day. Visit 4.
,glimepirid_dose_v1,visit_01,besg_1_screening,,text,Glimepirid dosis:,,Mg/dag,number,,,,[sulfonyl_type_v1(2)] = '1',y,,,,,States the Glimepirid dose. Mg/day. Visit 4.
,glp1ra_type_v1,visit_01,besg_1_screening,,checkbox,Hvilken GLP-1-receptoragonist? ,"1, Semaglutid s.c. (Ozempic) | 2, Semaglutid p.o. (Rybelsus) | 3, Dulaglutid s.c. (Trulicity) | 5, Tirzepatid (Mounjaro) | 4, Andet",,,,,,[antidiabetics_medicine_v1(5)] = '1',y,,,,,Specifies which GLP-1 receptor agonist the participant uses. Visit 4.
,glucose_value_v1,visit_01,besg_1_screening,,text,Ikke-fastende glukose:,,mmol/L,number_1dp_comma_decimal,,,,[blood_sample_taken_v1] = '1',y,,,,,"Participant's glucose, assessed fom blood sample collected in non-fasting state. Visit 1."
handed_out_v1_admin,handed_out_v1,visit_01,besg_1_screening,,radio,Er der udleveret deltagermappe?,"1, Ja | 2, Nej",,,,,,,y,,,,,States if the participant has been handed the participant folder. Visit 1.
hba1c_exclusion_v1_admin,hba1c_exclusion_v1,visit_01,besg_1_screening,,descriptive,"<div class=""rich-text-field-label""><p>Eksklusionskriterium HbA1c > 86 mmol/mol.</p></div>",,,,,,,[hba1c_value_v1] >86,,,,,,Information box. Exclusion criteria HbA1c > 86 mmol/mol. Visit 1.
,hba1c_gad65_cpeptid_v1,visit_01,besg_1_screening,,checkbox,"<div class=""rich-text-field-label""><p>Hvis deltagerens HbA1c ≥ 60 mmol/mol og deltageren er i behandling med ≥ 2 antidiabetiske lægemidler, opfylder deltageren følgende: </p> <p> </p> <p><span style=""font-weight: normal;""><em>OBS: Svar C-peptid < 1 time, svar GAD65-antistof op til 1 uge. </em></span></p></div>","1, GAD65-antistof er positiv | 2, C-peptid (stimuleret) < 800 pM | 3, Afventer svar på GAD65-antistof","Eksklusion, hvis deltageren opfylder én eller begge valgmuligheder.",,,,,[hba1c_value_v1] >= 60 and [hba1c_value_v1] < 87,,,,,,Participant's GAD65 and/or C-peptid assessed from blood sample collected in non-fasting state. Visit 1.
,hba1c_value_v1,visit_01,besg_1_screening,,text,HbA1c: ,,Inklusionskriterium: HbA1c mellem 36-86 mmmol/mol .,number,,,,[blood_sample_taken_v1] = '1',y,,,,,"Participant's HbA1c in mmol/mol, assessed from blood sample collected in non-fasting state. Visit 1."
,heart_failure_v1,visit_01,besg_1_screening,,radio,"<div class=""rich-text-field-label""><p>2. Har deltageren hjertesvigt (med en pumpefunktion < 40 %) og er i behandling med eller skal starte i behandling med SGLT-2-hæmmer?</p> <p><span style=""font-weight: normal;""><em>SGLT-2-hæmmere kender deltageren ofte som Forxiga eller Jardiance. </em></span></p> <p><span style=""font-weight: normal;""><em>Medicinlisten skal gennemgås, hvor forsøgsansvarlige læge er indenover. </em></span></p></div>","1, Ja | 2, Nej",Eksklusion hvis Ja. ,,,,,,y,,,,,Presence of heart failure with reduced ejection fraction (EF < 40%) and current or planned treatment with SGLT-2 inhibitors. Self-reported by participant. Visit 1.
,height_v1,visit_01,besg_1_screening,,text,Højde,,Angives i meter med to decimaler,number_2dp_comma_decimal,1.19,2.31,,,y,,,,,"Participant's height in meters, measured with a stadiometer to the nearest 0.1 cm. Visit 1."
,hydrochlorthiazid_dose_v1,visit_01,besg_1_screening,,text,Hydrochlorthiazid dosis:,,Mg/dag,number,,,,[thiazid_type_v1(2)] = '1',y,,,,,States the Hydrochlorthiazid dose. Mg/day. Visit 4.
,identified_name_cpr_v1,visit_01,besg_1_screening,,radio,Er deltageren identificereret med navn og CPR-nummer? ,"1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has been identified by full name and personal identification number (CPR). Recorded by study staff. Visit 1.
,inclusion_assessment_expl_v1,visit_01,besg_1_screening,,text,Uddyb vurdering.,,,,,,,[inclusion_v1] = '3',,,,,,Notes explaining whether the participant can be included in the ON LiMiT feasibility study. Reported by study staff. Visit 1
,inclusion_criteria_met_v1,visit_01,besg_1_screening,,radio,Er inklusionskriterier opfyldt?,"1, Ja | 2, Nej",,,,,,,y,,,sum_criteria_v1,,Whether the inclusion criterias were met. Visit 1.
,inclusion_v1,visit_01,besg_1_screening,,radio,Kan deltageren inkluderes i ON LiMiT feasibility-studiet?,"1, Ja | 2, Nej | 3, Til vurdering",,,,,,,y,,,,,"Assessment of participant eligibility for inclusion in the ON LiMiT feasibility study, based on screening. Asssed by study staff. Visit 1."
info_before_mmtt_v1_admin,info_before_mmtt_v1,visit_01,besg_1_screening,"<div class=""rich-text-field-label""><p>7. Introduktion til Mixed Meal Tolerance Test (MMTT) <br>Information om hvad besøg 2 indeholder, og hvilke forberedelser, der kræves forud for besøget</p></div>",radio,"<div class=""rich-text-field-label""><p>Er der informeret om hvilke forberedelser, der kræves forud for besøg 2 (MMTT)? </p> <p><span style=""font-weight: normal;""><em>Husk deltageren på at gennemgå ""Sådan forbereder du dig før besøg 2, 3, 4, 6, 8 og 10"" i deltagermappen forud for besøg 2.</em></span></p> <p><span style=""font-weight: normal;""><span style=""text-decoration: underline;"">Som projektmedarbejder kan du herudover sige:</span> </span></p> <p><em><span style=""font-weight: normal;"">""Dit næste besøg er besøg 2. Her vil du skulle foretage en måltidstest og en finapres-måling (måling af det arterielle blodtryk). Denne forsøgsdag vil vare ca. 4,5 time. I din deltagermappe finder du information om forberedelser i de 24 timer før besøg 2, men jeg gennemgår det også med dig nu. </span></em></p> <p><em>Faste</em><span style=""font-weight: normal;""><em>: Du skal faste i mindst 10 timer før måltidstesten, og du må derfor ikke spise noget efter kl. 22 aftenen før. Det sidste større måltid skal indtages senest mellem kl. 19-21 aftenen før. Du må gerne drikke vand. Om morgenen på forsøgsdagen må du drikke højst en halv liter vand. </em></span></p> <p><em>Motion og alkohol</em><span style=""font-weight: normal;""><em>: Undgå hård motion og alkohol i 24 timer inden måltidstesten.</em></span></p> <p><em>Rygning og koffeinholdige drikkevarer</em><span style=""font-weight: normal;""><em>: Undgå rygning og koffeinholdige drikkevarer (herunder kaffe, te, sodavand, alkohol) i 24 timer før og på selve morgenen for testen.</em></span></p> <p><em>Transport</em><span style=""font-weight: normal;""><em>: Brug passiv transport (bil, bus, tog) til forsøgsstedet på testdagen (og ikke cykel). </em></span></p> <p><em>Medicin</em><span style=""font-weight: normal;""><em>: Tag <span style=""text-decoration: underline;"">IKKE</span> din morgenmedicin på morgenen for måltidstesten. Denne tages efter måltidstestens afslutning.""</em></span></p></div>","1, Ja | 2, Nej",,,,,,,y,,,,,Whether the participant has been informed about the preperations for visit 2 (MMTT). Visit 1.
